Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/chat/completions,28,0,25000,23789.34310714041,6402.569899975788,26138.82900000317,1275.9642857142858,0.158901365726253,0.0,25000,25000,26000,26000,26000,26000,26000,26000,26000,26000,26000
,Aggregated,28,0,25000,23789.34310714041,6402.569899975788,26138.82900000317,1275.9642857142858,0.158901365726253,0.0,25000,25000,26000,26000,26000,26000,26000,26000,26000,26000,26000
