Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/chat/completions,27,0,13000,12531.39347407139,6268.594299966935,13288.000200001989,1282.5555555555557,0.156673245544652,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
,Aggregated,27,0,13000,12531.39347407139,6268.594299966935,13288.000200001989,1282.5555555555557,0.156673245544652,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
